filename,year,month,domain,tile,I0,J0,I1,J1,lat0,lon0,lat1,lon1,url
x102y032x111y041.201901.10x10.d02.m3d,2019,1,d02,1003,102,32,111,41,48.73880005,-129.4450989,49.09690094,-129.0171967,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1003/x102y032x111y041.201901.10x10.d02.m3d
x102y042x111y051.201901.10x10.d02.m3d,2019,1,d02,1004,102,42,111,51,49.09379959,-129.5119934,49.45240021,-129.0812073,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1004/x102y042x111y051.201901.10x10.d02.m3d
x102y052x111y061.201901.10x10.d02.m3d,2019,1,d02,1005,102,52,111,61,49.44910049,-129.5800018,49.80810165,-129.1463013,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1005/x102y052x111y061.201901.10x10.d02.m3d
x102y062x111y071.201901.10x10.d02.m3d,2019,1,d02,1006,102,62,111,71,49.8044014,-129.6490021,50.16400146,-129.2124023,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1006/x102y062x111y071.201901.10x10.d02.m3d
x102y072x111y081.201901.10x10.d02.m3d,2019,1,d02,1007,102,72,111,81,50.15999985,-129.719101,50.52000046,-129.2796021,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1007/x102y072x111y081.201901.10x10.d02.m3d
x102y082x111y091.201901.10x10.d02.m3d,2019,1,d02,1008,102,82,111,91,50.5155983,-129.7902985,50.87609863,-129.3477936,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1008/x102y082x111y091.201901.10x10.d02.m3d
x102y092x111y101.201901.10x10.d02.m3d,2019,1,d02,1009,102,92,111,101,50.87139893,-129.8627014,51.2322998,-129.4172058,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1009/x102y092x111y101.201901.10x10.d02.m3d
x102y102x111y111.201901.10x10.d02.m3d,2019,1,d02,1010,102,102,111,111,51.22729874,-129.936203,51.58860016,-129.4877014,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1010/x102y102x111y111.201901.10x10.d02.m3d
x102y112x111y121.201901.10x10.d02.m3d,2019,1,d02,1011,102,112,111,121,51.58330154,-130.0110016,51.94509888,-129.5594025,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1011/x102y112x111y121.201901.10x10.d02.m3d
x102y122x111y131.201901.10x10.d02.m3d,2019,1,d02,1012,102,122,111,131,51.93939972,-130.0870056,52.30160141,-129.6322937,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1012/x102y122x111y131.201901.10x10.d02.m3d
x102y132x111y141.201901.10x10.d02.m3d,2019,1,d02,1013,102,132,111,141,52.29550171,-130.1643066,52.65810013,-129.7064056,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1013/x102y132x111y141.201901.10x10.d02.m3d
x102y142x111y151.201901.10x10.d02.m3d,2019,1,d02,1014,102,142,111,151,52.65169907,-130.2429047,53.01470184,-129.7817993,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1014/x102y142x111y151.201901.10x10.d02.m3d
x102y152x111y161.201901.10x10.d02.m3d,2019,1,d02,1015,102,152,111,161,53.00799942,-130.3227997,53.37139893,-129.8583984,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1015/x102y152x111y161.201901.10x10.d02.m3d
x102y162x111y171.201901.10x10.d02.m3d,2019,1,d02,1016,102,162,111,171,53.36420059,-130.404007,53.72800064,-129.9364014,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1016/x102y162x111y171.201901.10x10.d02.m3d
x102y172x111y181.201901.10x10.d02.m3d,2019,1,d02,1017,102,172,111,181,53.72050095,-130.4866943,54.08459854,-130.0157928,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1017/x102y172x111y181.201901.10x10.d02.m3d
x102y182x111y191.201901.10x10.d02.m3d,2019,1,d02,1018,102,182,111,191,54.0768013,-130.5708008,54.44129944,-130.0964966,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1018/x102y182x111y191.201901.10x10.d02.m3d
x102y192x111y201.201901.10x10.d02.m3d,2019,1,d02,1019,102,192,111,201,54.43299866,-130.6564026,54.79790115,-130.1786041,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1019/x102y192x111y201.201901.10x10.d02.m3d
x102y202x111y211.201901.10x10.d02.m3d,2019,1,d02,1020,102,202,111,211,54.78919983,-130.7436066,55.15449905,-130.2622986,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1020/x102y202x111y211.201901.10x10.d02.m3d
x102y212x111y221.201901.10x10.d02.m3d,2019,1,d02,1021,102,212,111,221,55.145401,-130.8321991,55.51100159,-130.3473969,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1021/x102y212x111y221.201901.10x10.d02.m3d
x102y222x111y231.201901.10x10.d02.m3d,2019,1,d02,1022,102,222,111,231,55.50149918,-130.9223938,55.86740112,-130.4340973,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1022/x102y222x111y231.201901.10x10.d02.m3d
x102y232x111y241.201901.10x10.d02.m3d,2019,1,d02,1023,102,232,111,241,55.85749817,-131.0144043,56.22380066,-130.5223999,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1023/x102y232x111y241.201901.10x10.d02.m3d
x102y242x111y251.201901.10x10.d02.m3d,2019,1,d02,1024,102,242,111,251,56.21340179,-131.1078949,56.58000183,-130.6123047,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1024/x102y242x111y251.201901.10x10.d02.m3d
x102y252x111y261.201901.10x10.d02.m3d,2019,1,d02,1025,102,252,111,261,56.56919861,-131.2032928,56.93610001,-130.7039032,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1025/x102y252x111y261.201901.10x10.d02.m3d
x102y262x111y271.201901.10x10.d02.m3d,2019,1,d02,1026,102,262,111,271,56.92490005,-131.3003998,57.292099,-130.7971954,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1026/x102y262x111y271.201901.10x10.d02.m3d
x102y272x111y281.201901.10x10.d02.m3d,2019,1,d02,1027,102,272,111,281,57.2804985,-131.3993073,57.64789963,-130.892395,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1027/x102y272x111y281.201901.10x10.d02.m3d
x102y282x111y291.201901.10x10.d02.m3d,2019,1,d02,1028,102,282,111,291,57.63579941,-131.5001068,58.00360107,-130.9893036,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1028/x102y282x111y291.201901.10x10.d02.m3d
x102y292x111y301.201901.10x10.d02.m3d,2019,1,d02,1029,102,292,111,301,57.99100113,-131.6027985,58.35900116,-131.0881042,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1029/x102y292x111y301.201901.10x10.d02.m3d
x102y302x111y311.201901.10x10.d02.m3d,2019,1,d02,1030,102,302,111,311,58.34600067,-131.7075958,58.71429825,-131.1889038,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1030/x102y302x111y311.201901.10x10.d02.m3d
x102y312x111y321.201901.10x10.d02.m3d,2019,1,d02,1031,102,312,111,321,58.70080185,-131.8144073,59.06940079,-131.2915955,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1031/x102y312x111y321.201901.10x10.d02.m3d
x102y322x111y331.201901.10x10.d02.m3d,2019,1,d02,1032,102,322,111,331,59.05540085,-131.9232025,59.42419815,-131.3963928,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1032/x102y322x111y331.201901.10x10.d02.m3d
x102y332x111y341.201901.10x10.d02.m3d,2019,1,d02,1033,102,332,111,341,59.40969849,-132.0343018,59.77870178,-131.5032959,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1033/x102y332x111y341.201901.10x10.d02.m3d
x102y342x111y351.201901.10x10.d02.m3d,2019,1,d02,1034,102,342,111,351,59.76380157,-132.1475983,60.13299942,-131.6123962,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1034/x102y342x111y351.201901.10x10.d02.m3d
x102y352x111y361.201901.10x10.d02.m3d,2019,1,d02,1035,102,352,111,361,60.11750031,-132.2631989,60.48699951,-131.7238007,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1035/x102y352x111y361.201901.10x10.d02.m3d
x102y362x111y371.201901.10x10.d02.m3d,2019,1,d02,1036,102,362,111,371,60.47100067,-132.3811951,60.84069824,-131.8374023,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1036/x102y362x111y371.201901.10x10.d02.m3d
x102y372x111y373.201901.10x10.d02.m3d,2019,1,d02,1037,102,372,111,373,60.82410049,-132.5016022,60.91139984,-131.8603973,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1037/x102y372x111y373.201901.10x10.d02.m3d
x112y002x121y011.201901.10x10.d02.m3d,2019,1,d02,1100,112,2,121,11,47.71620178,-128.7238007,48.0707016,-128.2996979,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1100/x112y002x121y011.201901.10x10.d02.m3d
x112y012x121y021.201901.10x10.d02.m3d,2019,1,d02,1101,112,12,121,21,48.07099915,-128.7837982,48.42599869,-128.3569031,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1101/x112y012x121y021.201901.10x10.d02.m3d
x112y022x121y031.201901.10x10.d02.m3d,2019,1,d02,1102,112,22,121,31,48.42599869,-128.8446045,48.78150177,-128.4149017,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1102/x112y022x121y031.201901.10x10.d02.m3d
x112y032x121y041.201901.10x10.d02.m3d,2019,1,d02,1103,112,32,121,41,48.78120041,-128.9064026,49.13710022,-128.4738007,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1103/x112y032x121y041.201901.10x10.d02.m3d
x112y042x121y051.201901.10x10.d02.m3d,2019,1,d02,1104,112,42,121,51,49.13660049,-128.9691925,49.49300003,-128.5337067,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1104/x112y042x121y051.201901.10x10.d02.m3d
x112y052x121y061.201901.10x10.d02.m3d,2019,1,d02,1105,112,52,121,61,49.49219894,-129.0328979,49.84899902,-128.5944977,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1105/x112y052x121y061.201901.10x10.d02.m3d
x112y062x121y071.201901.10x10.d02.m3d,2019,1,d02,1106,112,62,121,71,49.84790039,-129.097702,50.2052002,-128.6562958,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1106/x112y062x121y071.201901.10x10.d02.m3d
x112y072x121y081.201901.10x10.d02.m3d,2019,1,d02,1107,112,72,121,81,50.2038002,-129.1634979,50.56159973,-128.7189941,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1107/x112y072x121y081.201901.10x10.d02.m3d
x112y082x121y091.201901.10x10.d02.m3d,2019,1,d02,1108,112,82,121,91,50.55989838,-129.2303009,50.91809845,-128.7828064,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1108/x112y082x121y091.201901.10x10.d02.m3d
x112y092x121y101.201901.10x10.d02.m3d,2019,1,d02,1109,112,92,121,101,50.91600037,-129.2982025,51.27460098,-128.8475952,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1109/x112y092x121y101.201901.10x10.d02.m3d
x112y102x121y111.201901.10x10.d02.m3d,2019,1,d02,1110,112,102,121,111,51.27230072,-129.3672943,51.63130188,-128.9136047,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1110/x112y102x121y111.201901.10x10.d02.m3d
x112y112x121y121.201901.10x10.d02.m3d,2019,1,d02,1111,112,112,121,121,51.62870026,-129.4373932,51.98809814,-128.9806061,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1111/x112y112x121y121.201901.10x10.d02.m3d
x112y122x121y131.201901.10x10.d02.m3d,2019,1,d02,1112,112,122,121,131,51.98519897,-129.5088043,52.34500122,-129.0487061,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1112/x112y122x121y131.201901.10x10.d02.m3d
x112y132x121y141.201901.10x10.d02.m3d,2019,1,d02,1113,112,132,121,141,52.34170151,-129.5812988,52.70190048,-129.1179047,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1113/x112y132x121y141.201901.10x10.d02.m3d
x112y142x121y151.201901.10x10.d02.m3d,2019,1,d02,1114,112,142,121,151,52.69829941,-129.6549988,53.05889893,-129.1884003,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1114/x112y142x121y151.201901.10x10.d02.m3d
x112y152x121y161.201901.10x10.d02.m3d,2019,1,d02,1115,112,152,121,161,53.05490112,-129.7299957,53.41600037,-129.2599945,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1115/x112y152x121y161.201901.10x10.d02.m3d
x112y162x121y171.201901.10x10.d02.m3d,2019,1,d02,1116,112,162,121,171,53.41159821,-129.8063049,53.77299881,-129.332901,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1116/x112y162x121y171.201901.10x10.d02.m3d
x112y172x121y181.201901.10x10.d02.m3d,2019,1,d02,1117,112,172,121,181,53.7682991,-129.8838959,54.13000107,-129.4071045,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1117/x112y172x121y181.201901.10x10.d02.m3d
x112y182x121y191.201901.10x10.d02.m3d,2019,1,d02,1118,112,182,121,191,54.125,-129.9629059,54.48709869,-129.4824982,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1118/x112y182x121y191.201901.10x10.d02.m3d
x112y192x121y201.201901.10x10.d02.m3d,2019,1,d02,1119,112,192,121,201,54.4817009,-130.0431976,54.84410095,-129.5592957,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1119/x112y192x121y201.201901.10x10.d02.m3d
x112y202x121y211.201901.10x10.d02.m3d,2019,1,d02,1120,112,202,121,211,54.8382988,-130.125,55.2010994,-129.6374969,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1120/x112y202x121y211.201901.10x10.d02.m3d
x112y212x121y221.201901.10x10.d02.m3d,2019,1,d02,1121,112,212,121,221,55.19490051,-130.2082062,55.55799866,-129.7171021,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1121/x112y212x121y221.201901.10x10.d02.m3d
x112y222x121y231.201901.10x10.d02.m3d,2019,1,d02,1122,112,222,121,231,55.55149841,-130.2929993,55.91490173,-129.7982025,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1122/x112y222x121y231.201901.10x10.d02.m3d
x112y232x121y241.201901.10x10.d02.m3d,2019,1,d02,1123,112,232,121,241,55.90790176,-130.379303,56.27159882,-129.8807068,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1123/x112y232x121y241.201901.10x10.d02.m3d
x112y242x121y251.201901.10x10.d02.m3d,2019,1,d02,1124,112,242,121,251,56.2643013,-130.4671936,56.62829971,-129.964798,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1124/x112y242x121y251.201901.10x10.d02.m3d
x112y252x121y261.201901.10x10.d02.m3d,2019,1,d02,1125,112,252,121,261,56.62060165,-130.5565948,56.98490143,-130.0503998,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1125/x112y252x121y261.201901.10x10.d02.m3d
x112y262x121y271.201901.10x10.d02.m3d,2019,1,d02,1126,112,262,121,271,56.97669983,-130.6477966,57.34130096,-130.1376953,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1126/x112y262x121y271.201901.10x10.d02.m3d
x112y272x121y281.201901.10x10.d02.m3d,2019,1,d02,1127,112,272,121,281,57.33280182,-130.7407074,57.69760132,-130.2266998,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1127/x112y272x121y281.201901.10x10.d02.m3d
x112y282x121y291.201901.10x10.d02.m3d,2019,1,d02,1128,112,282,121,291,57.68859863,-130.8354034,58.05369949,-130.3173065,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1128/x112y282x121y291.201901.10x10.d02.m3d
x112y292x121y301.201901.10x10.d02.m3d,2019,1,d02,1129,112,292,121,301,58.04430008,-130.9319,58.40969849,-130.4098053,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1129/x112y292x121y301.201901.10x10.d02.m3d
x112y302x121y311.201901.10x10.d02.m3d,2019,1,d02,1130,112,302,121,311,58.39979935,-131.030304,58.76539993,-130.5039978,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1130/x112y302x121y311.201901.10x10.d02.m3d
x112y312x121y321.201901.10x10.d02.m3d,2019,1,d02,1131,112,312,121,321,58.75510025,-131.1306,59.1208992,-130.6000977,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1131/x112y312x121y321.201901.10x10.d02.m3d
x112y322x121y331.201901.10x10.d02.m3d,2019,1,d02,1132,112,322,121,331,59.11019897,-131.2328949,59.4762001,-130.6981049,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1132/x112y322x121y331.201901.10x10.d02.m3d
x112y332x121y341.201901.10x10.d02.m3d,2019,1,d02,1133,112,332,121,341,59.46500015,-131.337204,59.83129883,-130.7980957,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1133/x112y332x121y341.201901.10x10.d02.m3d
x112y342x121y351.201901.10x10.d02.m3d,2019,1,d02,1134,112,342,121,351,59.81959915,-131.4436035,60.18610001,-130.9002075,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1134/x112y342x121y351.201901.10x10.d02.m3d
x112y352x121y361.201901.10x10.d02.m3d,2019,1,d02,1135,112,352,121,361,60.1739006,-131.5523071,60.54059982,-131.0043945,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1135/x112y352x121y361.201901.10x10.d02.m3d
x112y362x121y371.201901.10x10.d02.m3d,2019,1,d02,1136,112,362,121,371,60.5279007,-131.6631012,60.89479828,-131.1107025,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1136/x112y362x121y371.201901.10x10.d02.m3d
x112y372x121y373.201901.10x10.d02.m3d,2019,1,d02,1137,112,372,121,373,60.88159943,-131.7763062,60.96559906,-131.1322021,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1137/x112y372x121y373.201901.10x10.d02.m3d
x122y002x131y011.201901.10x10.d02.m3d,2019,1,d02,1200,122,2,131,11,47.75490189,-128.1961975,48.10720062,-127.7677994,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1200/x122y002x131y011.201901.10x10.d02.m3d
x122y012x131y021.201901.10x10.d02.m3d,2019,1,d02,1201,122,12,131,21,48.11000061,-128.2521973,48.46279907,-127.8209,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1201/x122y012x131y021.201901.10x10.d02.m3d
x122y022x131y031.201901.10x10.d02.m3d,2019,1,d02,1202,122,22,131,31,48.46530151,-128.3090057,48.8185997,-127.8748016,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1202/x122y022x131y031.201901.10x10.d02.m3d
x122y032x131y041.201901.10x10.d02.m3d,2019,1,d02,1203,122,32,131,41,48.82089996,-128.3666992,49.17459869,-127.9296036,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1203/x122y032x131y041.201901.10x10.d02.m3d
x122y042x131y051.201901.10x10.d02.m3d,2019,1,d02,1204,122,42,131,51,49.17660141,-128.4253998,49.53079987,-127.985199,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1204/x122y042x131y051.201901.10x10.d02.m3d
x122y052x131y061.201901.10x10.d02.m3d,2019,1,d02,1205,122,52,131,61,49.53250122,-128.4848938,49.8871994,-128.0417023,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1205/x122y052x131y061.201901.10x10.d02.m3d
x122y062x131y071.201901.10x10.d02.m3d,2019,1,d02,1206,122,62,131,71,49.8885994,-128.5453949,50.24369812,-128.0991974,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1206/x122y062x131y071.201901.10x10.d02.m3d
x122y072x131y081.201901.10x10.d02.m3d,2019,1,d02,1207,122,72,131,81,50.24480057,-128.6067963,50.60029984,-128.1575012,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1207/x122y072x131y081.201901.10x10.d02.m3d
x122y082x131y091.201901.10x10.d02.m3d,2019,1,d02,1208,122,82,131,91,50.6012001,-128.6692047,50.9571991,-128.2167969,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1208/x122y082x131y091.201901.10x10.d02.m3d
x122y092x131y101.201901.10x10.d02.m3d,2019,1,d02,1209,122,92,131,101,50.95780182,-128.7326965,51.31409836,-128.2769928,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1209/x122y092x131y101.201901.10x10.d02.m3d
x122y102x131y111.201901.10x10.d02.m3d,2019,1,d02,1210,122,102,131,111,51.31439972,-128.7971039,51.67110062,-128.3383026,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1210/x122y102x131y111.201901.10x10.d02.m3d
x122y112x131y121.201901.10x10.d02.m3d,2019,1,d02,1211,122,112,131,121,51.67110062,-128.8627014,52.02830124,-128.4006042,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1211/x122y112x131y121.201901.10x10.d02.m3d
x122y122x131y131.201901.10x10.d02.m3d,2019,1,d02,1212,122,122,131,131,52.02799988,-128.929306,52.38550186,-128.4638977,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1212/x122y122x131y131.201901.10x10.d02.m3d
x122y132x131y141.201901.10x10.d02.m3d,2019,1,d02,1213,122,132,131,141,52.38489914,-128.996994,52.74280167,-128.5283051,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1213/x122y132x131y141.201901.10x10.d02.m3d
x122y142x131y151.201901.10x10.d02.m3d,2019,1,d02,1214,122,142,131,151,52.7419014,-129.0659943,53.10010147,-128.5937958,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1214/x122y142x131y151.201901.10x10.d02.m3d
x122y152x131y161.201901.10x10.d02.m3d,2019,1,d02,1215,122,152,131,161,53.09889984,-129.1360016,53.45750046,-128.6604004,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1215/x122y152x131y161.201901.10x10.d02.m3d
x122y162x131y171.201901.10x10.d02.m3d,2019,1,d02,1216,122,162,131,171,53.45589828,-129.2073059,53.81489944,-128.7281036,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1216/x122y162x131y171.201901.10x10.d02.m3d
x122y172x131y181.201901.10x10.d02.m3d,2019,1,d02,1217,122,172,131,181,53.81299973,-129.2798004,54.17229843,-128.7971039,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1217/x122y172x131y181.201901.10x10.d02.m3d
x122y182x131y191.201901.10x10.d02.m3d,2019,1,d02,1218,122,182,131,191,54.17010117,-129.3536072,54.52970123,-128.8672028,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1218/x122y182x131y191.201901.10x10.d02.m3d
x122y192x131y201.201901.10x10.d02.m3d,2019,1,d02,1219,122,192,131,201,54.52719879,-129.4286041,54.88710022,-128.9387054,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1219/x122y192x131y201.201901.10x10.d02.m3d
x122y202x131y211.201901.10x10.d02.m3d,2019,1,d02,1220,122,202,131,211,54.88420105,-129.5050049,55.24449921,-129.0113983,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1220/x122y202x131y211.201901.10x10.d02.m3d
x122y212x131y221.201901.10x10.d02.m3d,2019,1,d02,1221,122,212,131,221,55.24129868,-129.5827942,55.60179901,-129.0854034,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1221/x122y212x131y221.201901.10x10.d02.m3d
x122y222x131y231.201901.10x10.d02.m3d,2019,1,d02,1222,122,222,131,231,55.59820175,-129.6620026,55.95909882,-129.1607971,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1222/x122y222x131y231.201901.10x10.d02.m3d
x122y232x131y241.201901.10x10.d02.m3d,2019,1,d02,1223,122,232,131,241,55.95510101,-129.7425995,56.31629944,-129.2375031,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1223/x122y232x131y241.201901.10x10.d02.m3d
x122y242x131y251.201901.10x10.d02.m3d,2019,1,d02,1224,122,242,131,251,56.31190109,-129.824707,56.6733017,-129.3157043,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1224/x122y242x131y251.201901.10x10.d02.m3d
x122y252x131y261.201901.10x10.d02.m3d,2019,1,d02,1225,122,252,131,261,56.66859818,-129.9084015,57.03030014,-129.395401,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1225/x122y252x131y261.201901.10x10.d02.m3d
x122y262x131y271.201901.10x10.d02.m3d,2019,1,d02,1226,122,262,131,271,57.02519989,-129.9936066,57.3871994,-129.4765015,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1226/x122y262x131y271.201901.10x10.d02.m3d
x122y272x131y281.201901.10x10.d02.m3d,2019,1,d02,1227,122,272,131,281,57.38169861,-130.0803986,57.7439003,-129.5592041,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1227/x122y272x131y281.201901.10x10.d02.m3d
x122y282x131y291.201901.10x10.d02.m3d,2019,1,d02,1228,122,282,131,291,57.73799896,-130.1688995,58.10039902,-129.6436005,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/1228/x122y282x131y291.201901.10x10.d02.m3d
